who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
,,,,,,ACE.PRC - ACE Limited(ACE.PRC-US) Schedules Q1 2015 Earnings Call for 22-April-2015 830 AM ET - 24-Sep-14 - FCSTTS.pdf
Cars.com,,"Subramanian has more than fifteen years of leadership and management experience in the technology and digital retail fields focused on digital transformations and building out best-in-class consumer experiences in competitive environments. He is a highly respected executive with a proven track record of building high- powered organizations capable of delivering complex, reliable and highly-scalable solutions. Subramanian is currently the chief digital officer of Best Buy and previously served as its chief technology officer. Prior to that, Subramanian held leadership and technology strategist positions at T-Mobile.",1,85,Chief digital officer,CARS - Cars.com Appoints Bala Subramanian to Board of Directors - 08-Jan-18 - PRN.pdf
Chubb,New Products & Services,"Integrity+ also includes First Party Cyber insurance protection for expenses incurred in connection with a privacy data breach such as the costs for Privacy Notification, Forensics, Remediation and Crisis Management, and Investigation and Defence of Regulatory Actions. These additional First Party coverages are included in a Basket Limit of Insurance up to $500,000 which offers flexibility at the time of loss to apportion insurance dollars where they are needed most. Additional limits are also available. | Chubb's Cyber team is ready to help companies prevent and prepare to respond to actual or potential incidents. Services include online intelligence and pre-event evaluations. Integrity+ by Chubb clients can also access Cyber Response Coaching, along with a list of dedicated service providers, to help them manage the complex regulatory and legal processes in the event of a privacy data breach.",2,"75, 61",data breach,"CB - Canadian Companies Protected Against Increasing Privacy, Intellectual Property, Financial Injury, and Cyber Risks with Integrity+ by Chubb™ - 04-Oct-16 - PRN.pdf"
Chubb,"Contracts, New Products & Services, Small Business Services","WHITEHOUSE STATION, N.J., May 15, 2018 /PRNewswire/ -- Chubb and The Doctors Company are now offering dental malpractice insurance to dental professionals through Chubb's Small Commercial Marketplace®. Specifically designed for general dentists, endodontists, oral and maxillofacial surgeons, orthodontists, periodontists, prosthodontists and other dental specialists, the Doctors Company policy provides dental malpractice coverage that also insures against cyberattacks and data breaches, HIPAA violations, and Dental Board and Medicare/Medicaid reviews, and covers dental hygienists and assistants at no additional charge.",1,78,data breach,"CB - Chubb Adds Dental Malpractice Insurance, Underwritten by The Doctors Company, to Its Small Commercial Marketplace® Platform - 15-May-18 - PRN.pdf"
,New Products & Services,"""The ability to respond rapidly to a cyber incident is critical to minimise any potential impact to a business which has suffered a breach. Delays can exacerbate damage and create further issues in terms of business continuity and also cause problems from a reputational perspective. The combination of Chubb's new incident reporting capabilities and the partnership with Spill allows us to provide expert assistance even faster than before to customers affected by a cyber breach, meaning we can process claims quicker and help limit any further problems.""",1,87,cyber breach,CB - Chubb announces enhanced Cyber incident response capabilities globally - 25-Jun-18 - PRNE.pdf
,,"""Cyber risk is rising high on many board agendas. This month's WannaCry attack has acted as a further wake-up call while implementation of the General Data Protection Regulation across Europe will further raise the stakes for companies and their management teams.",1,41,General data protection regulation,CB - Chubb Appoints Kyle Bryant Regional Cyber Risk Manager for Europe - 30-May-17 - PRNE.pdf
Chubb,,"The advisory, co-authored by Lee Farrow, Executive Vice President and Chubb's Life Sciences Industry Practice Leader, and Frank Goudsmit, Senior Vice President within Chubb's Life Sciences Industry Practice, highlights the threat of cyber breaches, supply chain interruptions, merger and acquisition liabilities, and regulatory hurdles as among the most critical risks and exposures facing an increasingly globalized life sciences industry.",1,59,cyber breach,CB - Chubb Encourages Life Sciences Companies to Consider Risk Transfer Strategies For Addressing International Exposures - 14-Jun-17 - PRN.pdf
,,"The enhanced wording is designed to meet the needs of UK and Ireland businesses of all sizes, from small and medium-size businesses, through to middle market and larger companies, including multinationals. It includes a number of significant new extensions, including for data breach and cyber attacks as well as for crisis response, with annual aggregate indemnity limits of £100,000 for both. Other key benefits include:",1,65,data breach,CB - Chubb enhances casualty insurance policy wording for businesses in the UK and Ireland - 27-Jun-16 - PRNE.pdf
Chubb,New Products & Services,"Chubb's Cyber Services From data breaches to electronic theft and vandalism, denial of service attacks, and copyright infringement, Chubb has customizable cyber insurance solutions for organizations of all sizes. Loss mitigation and incident response services can also be tailored based on industry-specific exposures, such as retail, hospitality, education, and professional services. To learn more, visit:",1,55,data breach,CB - Chubb Expands Cyber Services to Help Policyholders Reduce Risk - 21-Dec-16 - PRN.pdf
Chubb,"Economy, Business, Finance, Business (General), New Products, Joint Ventures, Licensing, Patents","Directors & Officers and Entity Liability – Offers protection for directors, officers and top management for decisions they make at the board level. Automatic run off for retired directors, crisis management and blanket for-profit outside directorship coverage is built into the form. Employment Practices Liability – Coverage is tailored to  Canada's unique legal environment and includes a new Canadian Termination provision that outlines how a loss will be paid for an employment termination in Canada. Broad wording provides coverage for employment practices liability claims brought by past, present and prospective employees and independent contractors. ChubbWorks™, an online resource and risk mitigation tool, is also available for employment practices liability customers. Fiduciary Liability – Designed to help protect insureds against claims alleging a breach of fiduciary duty or an error or omission in the administration of employee benefit plans. Coverage has been expanded to include acts, errors or omissions made in an insured's settlor capacity which includes establishing, amending or terminating a trust or plan. CyberSecurity – Helps protect against both direct out-of-pocket losses incurred by the insured and liability resulting from network security intrusions and privacy violations. Customers can access Chubb's eRisk Hub, a cyber-risk management website, as well as discounted data breach consulting for both pre-breach and post-loss assistance. Crime – Protects against a broad range of fraud losses. Services include employee background investigations, discounted crime risk assessment services and a complimentary employee crime hotline reporting service for the first year. Kidnap, Ransom and Extortion – Reimburses expenses for kidnap, ransom or extortion payments, including hostage crisis, ransom delivery and more; includes access to the Ackerman Group, crisis management consultants, who can respond 24/7 on a global basis with expert advice and recommendations. Coverage also provides access to RISKNET™, an internet-based service that analyzes terrorism, criminal and political stability risks around the world. Miscellaneous Professional Liability – Responds to allegations including errors in performance of service; negligent acts or advice; failure to perform a service; failure of a third party, for whom your company is legally responsible, to perform professional services; breach of contract; and misrepresentation of services. Workplace Violence Expense – Coverage for expenses arising from post-incident crisis management services, including consulting and mental health specialists. Customers can access for free, where available, the first hour of risk management services from a workplace violence consultant up to three times per year; additional hours are available at a discounted rate. Employed Lawyers Liability – Helps protect against risks stemming from a broad range of in-house counsel activities including rendering personal legal services, notary public services, moonlighting services, and pro bono services.",1,432,data breach,CB - Chubb Introduces New Insurance Product Dedicated to Canadian Private Companies - 18-Jul-16 - CNW.pdf
