identifier,headline,date,source,who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords
"SBUX, SBUX, US855244109",ADDING MULTIMEDIA Starbucks Introduces Innovative Cross,"Channel, Multi-Brand Loyalty Program and Announces Global Social... - 20",Mar,Starbucks Coffee Company,"Advisory, Earnings, Nonprofit, Photo/Multimedia, Product/Service, Sales, Webcast","The announcement by Adam Brotman, chief digital officer, of an expansion of the company’s loyalty and rewards program, and an industry-first innovation that will enable customers to earn rewards for grocery channel purchases that can be redeemed in Starbucks retail stores and is expected to double the number of customers enrolled in the company’s programs in fiscal 2013. | Starbucks world-class My Starbucks Rewards™ loyalty program continues to resonate with customers, driving increased revenue, traffic and purchases and further differentiating Starbucks from competitors. Adam Brotman, chief digital officer, announced the exciting evolution of the My Starbucks Rewards™ loyalty program into the world’s first cross-channel, multi-brand loyalty program, reflecting further successful execution against the company’s Blueprint for Profitable Growth strategy. Key highlights of the new program:",2,"58, 66",Chief digital officer
S,Apple Business Chat Now Available to Sprint Customers,16-Jan-19,PRN,Sprint,New Products & Services,"""More consumers are embracing quick and easy self-service and digital assistance versus calling customer service through an 800 line,"" said Rob Roy, Sprint chief digital officer. ""Apple Business Chat is an amazing tool for our customers that makes communicating with Sprint fast, easy and stress-free.""",1,45,Chief digital officer
"09MBPH, T, GOOGL...","AT&T, Google, Starbucks Back 'PMA' Wireless Power Ecosystem and Open Standard",29-Oct-12,PRN,Power Matters Alliance,,"Starbucks ""We are always looking for ways to help our customers recharge, both literally and figuratively.  Wireless charging is not only the most convenient and simple way to recharge a mobile device, but it's environmentally friendly – so it makes perfect sense for us to be working with the PMA to create a universal standard for wireless charging,"" said Adam Brotman, chief digital officer of Starbucks.",1,66,Chief digital officer
"AAPL, ABBV, AMZN...",Barron's Summary,3-Feb-18,SA,,"Conjecture, Media Summaries, Barron's Summary, Published Reports","International Trader (Europe):  The increasing frequency of data breaches, along with the EU’s soon-to-hit General Data Protection Regulation, should boost demand for Beazley (BEZ.LN), which insures companies in the event of cyberattacks; The company's valuation does not",1,37,data breach
TFC,BB&T Corp.(BBT,US) Schedules BancAnalysts Association of Boston Conference for 5-November-2015 725 AM ET,29,,,,,,
TFC,BB&T Corp.(BBT,US) Schedules Bank of America Merrill Lynch Banking and Financial Services Conference for 18-November-2015 950 AM ET,10,,,,,,
TFC,BB&T Corp.(BBT,US) Schedules Bank of America Merrill Lynch Future of Financials Conference for 16-November-2016 855 AM ET,9,,,,,,
TFC,BB&T Corp.(BBT,US) Schedules Barclays Global Financial Services Conference for 13-September-2016 1030 AM ET,6,,,,,,
TFC,BB&T Corp.(BBT,US) Schedules Deutsche Bank Global Financial Services Investor Conference for 1-June-2016 1040 AM ET,26,,,,,,
TFC,BB&T Corp.(BBT,US) Schedules Goldman Sachs U.S. Financial Services Conference for 6-December-2016 240 PM ET,30,,,,,,
TFC,BB&T Corp.(BBT,US) Schedules Investor Day for 11-September-2014 900 AM ET,31,,,,,,
TFC,BB&T Corp.(BBT,US) Schedules Morgan Stanley Financials Conference for 13-June-2017 1145 AM ET,6,,,,,,
TFC,BB&T Corp.(BBT,US) Schedules Q2 2016 Earnings Call for 21-July-2016 800 AM ET,27,,,,,,
TFC,BB&T Corp.(BBT,US) Schedules Q3 2017 Earnings Call for 19-October-2017 800 AM ET,3,,,,,,
"S, T, TMUS...",C O R R E C T I O N,#NAME?,Sep,AT&T Inc.; Sprint; T-Mobile; Verizon,,"Developed collaboratively by the four largest U.S. wireless carriers, the prototype reveals the taskforce's approach to multi-factor authentication, which combines the carriers' proprietary, network-based authentication capabilities with other methods to verify a user's identity. Once the user signs up and provides consent, the solution then generates a device-based ID that serves as the user profile at the center of the authentication process.",1,62,Multi-factor authentication
