identifier,headline,date,source,who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords
FB,Absolutely everything Facebook executives have said in public could be used by SEC,Washington Post - 03-Jul,18,,"Articles, Reports, Conjecture, Market (SEC, FDS, etc.), Media Summaries, Published Reports, Regulatory","Securities law experts tell the Washington Post that executives lack immunity, so anything that they say in public involves speaking to investors, and the SEC will probably look at what the company and executives said to see if it constitutes inadequate disclosure of the risks the company faced from its relationship with Cambridge Analytica. A former SEC employee tells the Washington Post that if the FTC or DoJ investigations of the company find that Facebook violated customers' privacy to turn a profit without disclosing it, Facebook could be liable for financial fraud. A different former SEC employee tells the Washington post that the timing of revealing data breaches is a ""hot issue"" for the SEC, and the $35M fine imposed on Yahoo this year indicates that the regulator thinks two years is too long to wait for disclosure. Legal experts tell the Washington post that while Facebook claims it was the victim of Cambridge Analytica and not a cyber-breach, there isn't a standard definition of a data breach, and the company still can't mislead investors (by either omission or commission) about potential risks it faces. The article notes that the SEC may also seek to determine if anyone that knew about the situation insider-traded on it before the public was informed.",1,211,data breach
FITB,Allpoint Network Key to Fifth Third Bank Transformation,19-Jul-16,PMZ,,Partnerships,"Melissa Stevens, Chief Digital Officer and head of omnichannel banking, Fifth Third Bancorp  added: “Fifth Third has embarked on a digital transformation to engage with our customers where they want us; whether it’s checking balances, transferring money, or getting cash, we aim to make things easy for our customers. This ATM network expansion provides more convenient access to our customers.”",1,60,Chief digital officer
"AAPL, ABBV, AMZN...",Barron's Summary,3-Feb-18,SA,,"Conjecture, Media Summaries, Barron's Summary, Published Reports","International Trader (Europe):  The increasing frequency of data breaches, along with the EU’s soon-to-hit General Data Protection Regulation, should boost demand for Beazley (BEZ.LN), which insures companies in the event of cyberattacks; The company's valuation does not",1,37,data breach
SSP,"Besomebody, Inc. Closes $1 Million Seed Funding Round from Scripps to Build Platform for Passion",12-Jun-14,PRN,The E.W. Scripps Company,Financing Agreements,"""The community that #besomebody has built organically is remarkable,"" said Adam Symson, chief digital officer at Scripps. ""They've built a powerful and authentic following through quality content, storytelling and audience engagement.  While #besomebody is building community exclusively through today's most interactive platforms, this has been the mission of Scripps for the past 135 years. We're big believers in the vision of a single platform to help audiences unleash their passion, and we're excited to help bring it to life.""",1,79,Chief digital officer
SSP,Cincinnati television station ramps up for premium web content subscription service,21-Nov-13,PRN,The E.W. Scripps Company,,"""We've built a best-in-class digital news experience that delivers on local depth, perspective and analysis while continuing to dominate the marketplace on the investigative reporting, breaking news and weather coverage the audience depends on us for,"" said Adam Symson, chief digital officer for WCPO-Channel 9 parent company The E.W. Scripps Co.  ""Our first major step came when we grew our team and introduced new digital reporters. Next, we unveiled our redesigned website and news apps for the smartphone and tablet.",1,80,Chief digital officer
"07CR49, FB, 0HK96T",Class Action Lawsuit Filed Against Facebook And Cambridge Analytica For Stealing And Improperly Using More Than 71 Million U...,10-Apr-18,PRN,Fields PLLC,,"""The defendants effectively abused the human right to privacy of ordinary Facebook users and, if that were not enough, then the fruits of that abuse are alleged to have undermined the democratic process. This case will go some way to ensure that neither of these things can happen in the future,"" said co-counsel Jason McCue, an expert on UK data privacy and human rights law.",1,65,right to privacy
F,"Claude Lelouch's Cult Classic Driving Film, Reimagined in 360 VR With the Ford Mustang",21-Feb-17,PRNE,,New Products & Services,"""We've built quality and scale together by working with an iconic brand and an iconic film, combined with interesting partners, distribution techniques and multiple formats. We hope more people will get to view this short film and get a feel of the Ford Mustang and view Lelouch's classic in a way it's never been seen before,"" Ben Richards Chief Digital Officer GTB",1,62,Chief digital officer
SSP,E.W. Scripps Company releases mobile apps powered by Whiz Technologies,15-Jul-14,PRN,"Whiz Technologies, Inc.",New Products & Services,,,,
FB,Facebook added to Best Ideas List at Wedbush (pre,open) - 01-May,18,,Other Notable Research,"Firm expects the company to weather the controversy surrounding its Cambridge Analytica data breach and sees substantial EBITDA growth for years Rating is outperform, with a target of $275",1,29,data breach
FB,"Facebook was aware of security flaw that led to September 2018 data breach, documents show",#NAME?,Feb,,"Articles, Reports, Media Summaries","Facebook was aware of security flaw that led to September 2018 data breach, documents show -- Telegraph  Sunday, February 09, 2020 07:53:47 PM (GMT) | Legal documents show that Facebook was repeatedly warned by its own companies as well as outsiders about a dangerous security flaw that led to the September 2018 data breach, when personal data was stolen from millions of users. Internal documents released as part of a lawsuit against Facebook show that the company had repeatedly failed to sufficiently address concerns raised as early as December 2017.",2,"24, 65",data breach
"FB, 0034S2","Facebook, Inc.  NorthStar Asset Management LLC",Activist Campaign to Vote For a Stockholder Proposal Announced - 18-May,20,,,"On 5-18-2020, NorthStar Asset Management LLC filed a notice of exempt solicitation and urged Facebook, Inc.'s  shareholders to vote for the shareholder proposal, which requested the board to adopt a recapitalization plan for all  outstanding shares to allow equal voting rights, at the company's 2020 annual meeting. NorthStar believed that the  company's dual-class share structure was not in the best interest of Facebook or its shareholders. NorthStar further  added that the criticisms against the company regarding ethical concerns, data breaches, and failures to protect  users' privacy reflected the destructive nature of an insulated board and management.",1,96,data breach
FB,"Facebook, Inc.(FB",US) Schedules Annual General Meeting for 30-May-2019 200 PM ET,16,,,,,,
FB,"Facebook, Inc.(FB",US) Schedules Q2 2017 Earnings Call for 26-July-2017 500 PM ET,3,,,,,,
