identifier,headline,date,source,who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords
"0775LJ, T, 073FJL...",USHCC Applauds AT&T's Commitment to Hispanic Inclusion,6-Feb-12,PRN,United States Hispanic Chamber of Commerce,"Corporate Social Responsibility, Human Interest Groups","WASHINGTON, Feb. 6, 2012 /PRNewswire-USNewswire/ -- The United States Hispanic Chamber of Commerce (USHCC) recognizes AT&T, which earned the highest rating from the Hispanic Association on Corporate Responsibility (HACR) 2011 Corporate Inclusion Index. The index rates Hispanic diversity and inclusion practices in the areas of workforce, procurement, philanthropy and governance.  AT&T was one of only two companies ""ì and the only telecommunications company nationwide ""ì to receive a 95 rating, the highest in HACR's index this year. | As a standing member of the Billion Dollar Roundtable, an accolade achieved by those spending over  $1 billion with minority and woman-owned suppliers, AT&T's commitment to Hispanic diversity and inclusion also includes: | ""This recognition of AT&T by HACR reaffirms the company's long standing position as a leader in diversity, especially as it relates to Hispanics,"" says USHCC President & CEO Javier Palomarez . ""Our Hispanic Business Enterprises (HBEs) have experienced this firsthand, benefiting from procurement opportunities with AT&T. Once again, this company demonstrates that it not only does what is right, but understands that diversity is smart business, too.""   | Palomarez points to the rising Hispanic population ""ì now 16% of the U.S. population ""ì an important statistic for corporations to keep in mind at a time when companies are being challenged to structure their leadership to reflect the wealth of diversity in America. | ""The USHCC congratulates AT&T for making diversity a part of its best practices and we look forward to continued commitment in this important segment of the company's business strategy,"" adds Palomarez. | A 12 percent representation of Hispanics in the AT&T  workforce.  Award-winning Employee Resource Group, HACEMOS (the Hispanic/Latino Employee Association of AT&T). A top-rated global  supplier diversity program  that spent more than $9.2 billion with minority, women and disabled-veteran suppliers in 2010. Strong focus on the Hispanic Consumer Market , which includes converting more than 700 retail stores in high-density Hispanic markets including California, Florida, New York  and Texas to a bilingual (Spanish/English) format. A strong advertising investment in Hispanic media . Support of the Hispanic community  by investing resources to advance education, strengthen communities and improve lives. In 2010, AT&T contributed more than $148 million to the diverse communities it serves through corporate, employee and AT&T Foundation giving. Significant representation of Hispanics in the company's  most senior ranks  including Ralph de la Vega, president and CEO of AT&T Mobility and Consumer Markets;  Thaddeus Arroyo, chief information officer; Jose Gutierrez, president, advertising and publishing; Carmen Nava, senior vice president-Consumer Marketing; Angie Wiskocil, senior vice president,  Wi-Fi services; and Jaime Chico Pardo, AT&T Board of Directors.",6,"77, 32, 67, 44, 31, 174","diversity, Diversity and Inclusion"
"0JMVQS, T, 05M27X",HBO Max to Launch May 27th,21-Apr-20,BW,WarnerMedia,"Photo/Multimedia, Product/Service, Event","Directed and produced by Kirby Dick and Amy Ziering (The Hunting Ground, The Invisible War ), and first reported by the New York Times , On The Record  presents the powerful haunting story of music executive Drew Dixon (collaborator on hit records by Method Man and Mary J. Blige, Estelle and Kanye West, and Whitney Houston) as she grapples with her decision to become one of the first women of color, in the wake of #MeToo, to come forward and publicly accuse hip-hop mogul Russell Simmons of sexual assault. | The documentary, which premiered at the 2020 Sundance Film Festival to rave reviews, chronicles not only Dixon's story but that of several other accusers ""ì Sil Lai Abrams, Sheri Sher""ì delving deeply into the ways women of colors' voices are all too often silenced and ignored when they allege sexual assault; as well as",2,"89, 54",sexual assault
500570,Tata Motors introduces 'Women Assist' service programme' in association with TVS Auto Assist Press kit,6-May-19,NEWS_CR,https://www.tatamotors.com/press/tata-motors-introduces-women-assist-service-programme-in-,Company Announcements and Releases,"Once a woman customer intending to avail Woman Assist Program, calls the Woman Assist service number   ""ì  18002097979,  a  team  of  trained  technicians  (specifically  trained  under  POSH  ""ì  Prevention  of  Sexual Harassment), will be allocated to the customer who would endeavor to ensure that Mechanical Assistance or Towing Assistance reaches the customer in city limits within 45 minutes. Following a well-set protocol, these specially trained experts, on arrival at the incident spot, will attend immediately to the customer's wellbeing by providing them with some refreshments, mobile chargers and Wi-Fi connectivity, if required.",1,92,sexual harassment
500570,TATA MOTORS LTD.,Annual Report 2015-2016 - 14,Jul,"Aon Hewitt Compensation Study, Positions of Business Heads who are",,"Prevention of Sexual Harassment  | The Company has zero tolerance for sexual harassment at workplace  and  has  adopted  a  Policy  on  prevention,  prohibition  and  redressal  of sexual harassment at workplace in line with the provisions of the  Sexual Harassment of Women at Workplace (Prevention, Prohibition  and  Redressal)  Act,  2013  and  the  Rules  thereunder  for  prevention  and redressal of complaints of sexual harassment at workplace. The  Company  is  committed  to  providing  equal  opportunities  without  regard to their race, caste, sex, religion, colour, nationality, disability,  etc.  All  women  associates  (permanent,  temporary,  contractual  and  trainees)  as  well  as  any  women  visiting  the  Company's  oÔ¨É  ce  premises or women service providers are covered under this Policy.  All employees are treated with dignity with a view to maintain a work  environment free of sexual harassment whether physical, verbal or  psychological. | During the Fiscal 2016, the Company has received 7 complaints on  sexual harassments, which have been substantiated and appropriate  actions  were  taken.  The  Company  organized  15  workshops  or  awareness  program  against  sexual  harassment.  There  were  no  complaints pending for more than 90 days during the year. | Child labour / forced  labour / involuntary  labour Sexual harassment Discriminatory  Employment | In  addition  to  the  above,  he  also  Chairs  the  Corporate  Social  Responsibility (CSR) Steering Committee of the Company and  participates  in  the  CSR  Committee  of  the  Board.  Spearheads  and mentors the Critical Success Factor (CSF) initiatives of CVBU  focusing on improving internal eÔ¨É  ciencies, adopting globally  benchmarked  best  practices  and  increasing  the  proÔ¨Å tability  of  the  organization.  Reviews  and  oversees  implementation  of  Safety,  Health  and  Environment  related  practices  of  the  Company  and  the  Tata  Business  Excellence  Model  (TBEM)  guidelines.  He  has  also  been  mentoring  the  TBEM  external  assessment  team  of  other Tata  companies  over  the  years.  He  is  part  of  the  Company's  Diversity  Council,  apex  body  that  guides and reviews eÔ¨Ä orts to have a diversiÔ¨Å ed workforce. As a  Director nominated on the Board of 10 subsidiary companies,  which includes the international subsidiaries in Thailand, South  Korea and Indonesia, he provides valued direction and business  | During  the  year  under  review,  the  Company  adhered  to  the  Governance  Guidelines  on  Board  EÔ¨Ä ectiveness.  The  Governance  Guidelines  cover  aspects  related  to  composition  and  role  of  the  Board,  Chairman  and  Directors,  Board  diversity,  deÔ¨Å nition  of  independence, director term, retirement age and Committees of the  Board.  It  also  covers  aspects  relating  to  nomination,  appointment,  induction  and  development  of  directors,  director  remuneration,  subsidiary  oversight,  Code  of  Conduct,  Board  EÔ¨Ä ectiveness  Review  and Mandates of Board Committees.  | Board will ensure that a transparent board nomination process  is in place that encourages diversity of thought, experience,  knowledge, perspective, age and gender.  | integral  part  of  our  commitment  to  good  corporate  citizenship,  we  at  Tata  Motors  believe  in  actively  assisting  in  improvement  of  the  quality  of  life  of  people  in  communities,  giving  preference  to  local  areas  around  our  business  operations.  Towards  achieving  long-term  stakeholder  value  creation,  we  shall  always continue to respect the interests of and be responsive  towards our key stakeholders - the communities, especially  those from socially and economically backward groups, the  underprivileged and marginalized; focused on inter alia the  Scheduled  Castes  and  Scheduled Tribes  and  the  society  at  large.  In  order  to  leverage  the  demographic  dividend  of  our  country,  Company's  CSR  eÔ¨Ä orts  shall  focus  on  Health,  Education,  Environment  and  Employability  interventions  for  relevant  target  groups,  ensuring  diversity  and  giving  preference to needy and deserving communities inhabiting  urban  India.  CSR  at  Tata  Motors  shall  be  underpinned  by  'More from Less for More People' philosophy which implies  striving to achieve greater impacts, outcomes and outputs of  our CSR projects and programmes by judicious investment  and utilization of Ô¨Å nancial and human resources, engaging  in like-minded stakeholder partnerships for higher outreach  beneÔ¨Å tting more lives. | Commercial Vehicle Business Unit Steering Committee Passenger Vehicle Business Unit  Steering Committee Human Resource Management  Committee Diversity Council | Devise a policy on Board diversity. | The  policy  outlines  the  Company's  strategy  to  bring  about  a  positive  impact  on  society  through  programmes  focusing  on  Health, Education, Employability and Environment interventions  for  relevant  target  groups,  ensuring  diversity  and  giving  preference  to  needy  and  deserving  communities  inhabiting  urban India. Inter alia outlines the terms of reference, composition, quorum,  meeting requirements, authority and responsibility of the Audit  Committee of the Company. This  policy  is  aimed  at  providing  timely,  adequate,  uniform  and  universal  dissemination  of  information  and  disclosure  of  Unpublished  Price  Sensitive  Information  outside  the  Company  in  order  to  provide  accurate  and  timely  communication  to  our  shareholders and the Ô¨Å nancial markets.",11,"4, 130, 46, 12, 146, 76, 23, 183, 18, 6, 102","diversity, sexual harassment"
500570,TATA MOTORS LTD.,Annual Report 2016-2017 - 02,Aug,"EFFICIENCY, WASTE MINIMISATION AND",,"Prevention Of Sexual Harassment | The Company has zero tolerance for sexual harassment at workplace  and  has  adopted  a  Policy  on  prevention,  prohibition  and  redressal  of sexual harassment at workplace in line with the provisions of the  Sexual Harassment of Women at Workplace (Prevention, Prohibition  and  Redressal)  Act,  2013  and  the  Rules  thereunder  for  prevention  and redressal of complaints of sexual harassment at workplace. The  Company  is  committed  to  providing  equal  opportunities  without  regard to their race, caste, sex, religion, colour, nationality, disability,  etc.  All  women  associates  (permanent,  temporary,  contractual  and  trainees)  as  well  as  any  women  visiting  the  Company's  office  premises or women service providers are covered under this Policy.  All employees are treated with dignity with a view to maintain a work  environment free of sexual harassment whether physical, verbal or  psychological. | During the Fiscal 2017, the Company had received four complaints on  sexual harassments, which have been substantiated and appropriate  actions  were  taken.  The  Company  organized  137  workshops  and  awareness  program  against  sexual  harassment.  There  were  no  complaints pending for more than 90 days during the year. | Child  labour  /  forced  involuntary  labour  /  labour Sexual harassment Discriminatory  Employment | TML:  -  Training on safety, diversity Human Rights  Policies and concerns, over and above   functional training  | International expansion  exposes the Company and  its subsidiaries to increased  diversity and complexity of  legal and other frameworks  in a variety of jurisdictions.  Therefore, the Company  and its subsidiaries become  subject to maintaining legal  and ethical standards globally. | diversity and complexity of  | 7.5% female workers Gender diversity | BIODIVERSITY | Although our Indian manufacturing facilities are   not located within the vicinity of any identified or  notified bio-diversity hotspots or protected water   bodies, the extended positive impacts of our water   conservation efforts are evident with   the variety of avian fauna seen at our   water harvesting ponds. | DIVERSITY | As a part of the Tata Group, we uphold  the Group's core values and provide equal  growth opportunities to people from  different social segments. To enhance  workplace diversity, we increased the  intake of blue-collared women workers on  the shop floor across the company in   FY 2016-17. We also focused our campus  hiring efforts to target women graduates.  | for  environment,  biodiversity  assessment,  | During  the  year  under  review,  the  Company  adhered  to  the  Governance  Guidelines  on  Board  Effectiveness.  The  Governance  Guidelines  cover  aspects  related  to  composition  and  role  of  the  Board,  Chairman  and  Directors,  Board  diversity,  definition  of  independence, Director term, retirement age and Committees of the  Board.  It  also  covers  aspects  relating  to  nomination,  appointment,  induction  and  development  of  Directors,  Director  remuneration,  Subsidiary oversight, Code of Conduct,  Board  Effectiveness Review  and Mandates of Board Committees.     |  Boards will ensure that a transparent board nomination process  is  in  place  that  encourages  diversity  of  thought,  experience,  knowledge, perspective, age and gender.   |  Outline  of  CSR  Policy  -  As  an  integral  part  of  the  Company's  commitment  to  good  corporate  citizenship,  the Company believe in actively assisting in improvement  of  the  quality  of  life  of  people  in  communities,  giving  preference to local areas around the Company's business  operations.  Towards  achieving  long-term  stakeholder  value  creation,  the  Company  shall  always  continue  to  respect  the  interests  of  and  be  responsive  towards  its  key  stakeholders  -  the  communities,  especially  those  from  socially  and  economically  backward  groups,  the  underprivileged  and  marginalized;  focused  on  inter  alia  the  Scheduled  Castes  and  Scheduled  Tribes,  and  the  society  at  large.  In  order  to  leverage  the  demographic  dividend of its country, Company's CSR efforts shall focus  on  Health,  Education,  Environment  and  Employability  interventions  target  groups,  ensuring  diversity  and  giving  preference  to  needy  and  deserving  communities inhabiting urban India. CSR at the Company  shall be underpinned by 'More from Less for More People'  philosophy,  which  implies  striving  to  achieve  greater  impacts,  outcomes  and  outputs  of  its  CSR  projects  and  programmes  by  judicious  investment  and  utilization  of  financial and human resources, engaging in like-minded  stakeholder partnerships for higher outreach benefitting  more lives.  | Devise a policy on Board diversity. | Statement of unclaimed and unpaid amounts to be transferred  to the IEPF The  policy  outlines  the  Company's  strategy  to  bring  about  a  positive  impact  on  society  through  programmes  focusing  on  Health,  Education,  Employability  and  Environment  interventions  for  relevant  target  groups,  ensuring  diversity  and  giving  preference  to  needy  and  deserving  communities  inhabiting urban India. Inter alia outlines the terms of reference, composition, quorum,  meeting requirements, authority and responsibility of the Audit  Committee of the Company. This  policy  applies  to  disclosures  of  material  events  affecting  the Company and its subsidiaries. This policy is in addition to  the company's corporate policy. The  policy  provides  guidelines  for  archiving  of  corporate  records and documents as statutorily required by the Company. This  policy  is  aimed  at  providing  timely,  adequate,  uniform  and  universal  dissemination  of  information  and  disclosure  of  Unpublished Price Sensitive Information outside the Company  in order to provide accurate and timely communication to our  shareholders and the financial markets. This  policy  outlines  the  financial  parameters  and  factors  that  are considered whilst declaring dividend.",18,"4, 129, 46, 12, 16, 38, 4, 5, 1, 45, 1, 57, 4, 73, 23, 186, 6, 168","diversity, sexual harassment"
500570,TATA MOTORS LTD.,Annual Report 2017-2018 - 16,Jul,,,"Closing the gender gap and a digital call for the worlds brightest  and best | Prevention of Sexual Harassment  | The  Company  has  zero  tolerance  for  sexual  harassment  at  workplace and has adopted a Policy on Prevention, Prohibition  and Redressal of sexual harassment at workplace in line with the  provisions  of  the  Sexual  Harassment  of  Women  at  Workplace  (Prevention,  Prohibition  and  Redressal)  Act,  2013  and  the  | Rules  thereunder  for  prevention  and  redressal  of  complaints  of sexual harassment at workplace. The Company is committed  to  providing  equal  opportunities  without  regard  to  their  race,  caste, sex, religion, colour, nationality, disability, etc. All women  associates  (permanent,  temporary,  contractual  and  trainees)  as  well  as  any  women  visiting  the  Company's  office  premises  or  women  service  providers  are  covered  under  this  Policy.  All  employees  are  treated  with  dignity  with  a  view  to  maintain  a  work environment free of sexual harassment whether physical,  verbal or psychological. | Similar initiatives on Prevention of Sexual Harassment are in place  across the Tata Motors Group of companies.  |  Please indicate the Number of complaints relating to child labour,  forced labour, involuntary labour, sexual harassment in the last  financial year and pending, as on the end of the financial year. | Sexual harassment | TML believes that with diversity and inclusion on the  shop floor, it can leverage the multiplicity of skillsets  needed in all its operations. The Company has established  policies and integrated capacity-building systems for  providing a supportive work environment, especially for  its female employees as well as employees from different  backgrounds and ethnicities. The Company recruits  trainees from villages and small towns, especially from  economically disadvantaged regions. Its 'GearUp' initiative  for mid-level women managers is designed to provide  management development inputs focussed on leadership  skills enhancement. TML has in place a programme for  the employment of returning mothers. Its comprehensive  Human Resource (HR) policy framework, including  maternity leave, sabbatical and half-day-half-pay policy  and flexible timings, helps employees establish work-life  balance.  | Diversity  | JLR proactively balances the risks and opportunities associated with  biodiversity, protected species and habitats, both within its sites and  across the wider landscape. At its Fen End Special Vehicle Operations  facility in the Weat Midlands, UK, there has been significant  ecology mitigation of ponds and badger tunnels. The bunds at the  location reused the excavated soil from building execavation and  35% of the materials used for construction were from recognised  highly responsible manufacturers (BES 6001 Very Good, Forestry  Stewardship Council (FSC)). | -  A net gain in biodiversity was delivered through:  | Circular economy, natural capital evaluation of key dependencies,  design  for  environment,  biodiversity  assessment,  life  cycle  assessment  of  products,  climate  adaptation  study  were  some  of  the  other  initiatives  the  Company  has  taken  in  sustaining  its  business and planet. | Guidelines  cover  aspects  related  to  composition  and  role  of  the  Board,  Chairman  and  Directors,  Board  diversity,  definition  of  independence, Director term, retirement age and Committees of the  Board. It also covers aspects relating to nomination, appointment,  induction  and  development  of  Directors,  Director  Remuneration,  Subsidiary oversight, Code of Conduct, Board Effectiveness Review  and Mandates of Board Committees.  |  Boards  will  ensure  that  a  transparent  board  nomination  process  is  in  place  that  encourages  diversity  of  thought,  experience, knowledge, perspective, age and gender.  | integral  part  of   Outline  of  CSR  Policy  -  As  an  to  good  corporate  the  Company's  commitment  citizenship,  the  Company  believes  in  actively  assisting  in  improvement  of  the  quality  of  life  of  people  in  communities,  giving  preference  to  local  areas  around  the Company's business operations. Towards achieving  long-term  stakeholder  value  creation,  the  Company  shall  always  continue  to  respect  the  interests  of  and  be  responsive  towards  its  key  stakeholders  -  the  communities,  especially  from  socially  and  economically  backward  groups,  the  underprivileged  and  marginalized;  focused  on  inter  alia  the  Scheduled  Castes  and  Scheduled  Tribes,  and  the  society  at  large.  In  order  to  leverage  the  demographic  dividend  of  its  country,  Company's  CSR  efforts  shall  focus  on  Health,  Education,  Environment  and  Employability  interventions  for  relevant  target  groups,  ensuring  diversity and giving preference to needy and deserving  India.  CSR  at  the  communities  Company  shall  be  underpinned  by  'More  from  Less  for  More  People'  philosophy  which  implies  striving  to  achieve  greater  impacts,  outcomes  and  outputs  of  its  CSR projects and programmes by judicious investment  and  utilization  of  financial  and  human  resources,  engaging  in  like-minded  stakeholder  partnerships  for  higher outreach benefitting more lives.  | Board Diversity: To  ensure  that  a  transparent  Board    nomination  process is in place that encourages diversity of thought, experience,  knowledge, perspective, age and gender, the Board has adopted a  Diversity  Policy,  formulated  by  the  Nomination  &  Remuneration  Committee  (""NRC""ù),  wherein  it  is  expected  that  the  Board  has  an  appropriate  blend  of  functional  and  industry  expertise.  Whilst  recommending  the  appointment  of  a  Director,  the  NRC  considers  the  manner  in  which  the  function  and  domain  expertise  of  the  individual  contributes  to  the  overall  skill-mix  of  the  Board  and  is  supported by the Group Human Resources in this regard. | Devise a policy on Board diversity. | The  policy  outlines  the  Company's  strategy  to  bring about a positive impact on society through  focusing  on  Health,  Education,  programmes  interventions  Employability  and  Environment  for  relevant  target  groups,  ensuring  diversity  and  giving  preference  to  needy  and  deserving  communities inhabiting urban India. | Given  her  global  experience  and  the  Company's  adherence  to  policy on diversity, gender and geographical, the Board considers  it  desirable  and  in  the  interest  of  the  Company  to  have  Ms  Sorensen on the Board of the Company and accordingly the Board  recommends the appointment of Ms Sorensen as an Independent  Director  as  proposed  in  the  resolution  set  out  at  Item  No.  4  for  approval by the members.",19,"14, 4, 46, 83, 17, 31, 2, 119, 1, 81, 9, 37, 56, 23, 185, 96, 6, 41, 67","diversity, gender gap, Diversity and Inclusion, sexual harassment"
500570,TATA MOTORS LTD.,Annual Report 2018-2019 - 09,Jul,Government of India,,"Closing the gender gap and a digital call for the worlds brightest  and best | Jaguar Land Rover has focus on attracting women into engineering  and  advanced  manufacturing  through  programmes  such  as  JLR's  Young  Women  in  the  Know  initiative  for  female  students  aged  15  to 18. With fewer women than men in senior roles and a majority of  men in production operations in factories, the gender gap was hard  to  close.  Traditionally,  lower  numbers  of  women  coming  into  the  industry and flourishing within it has made this even harder. However,  the Company is committed both to equality and encouraging a diverse  workforce, and things are changing for the better. The proportion of  female managers at Jaguar Land Rover has trebled to 17% since 2011  and our female workforce has increased by 18.5% since 2017. 15% of  Jaguar Land Rover's engineering apprentices are female, compared to  the national average of just 4%. In 2017, 36% of total apprenticeship  recruits were female and, for the first time, JLR recruited more women  (55%)  than  men  to  JLR's  advanced  apprenticeship  programme.  In  addition,  more  early  career  females  have  been  recruited,  however  there  has  been  a  1.3%  increase  to  the  gender  pay  gap  and  a  0.6%  increase to the gender bonus gap in 2018. | Prevention of Sexual Harassment | The  Company  has  zero  tolerance  for  sexual  harassment  at  workplace  and  has  adopted  a  Policy  on  Prevention,  Prohibition  and  Redressal  of  sexual  harassment  at  workplace  in  line  with  the provisions of the Sexual Harassment of Women at Workplace  (Prevention,  Prohibition  and  Redressal)  Act,  2013  and  the  Rules  thereunder. Internal Complaints Committee ('ICC') is in place for all  works and offices of the Company to redress complaints received  regarding  sexual  harassment. All  women  associates  (permanent,  temporary, contractual and trainees) as well as any women visiting  the  Company's  office  premises  or  women  service  providers  are  covered under this Policy.  |  The  Company  has  established  an  appropriate  mechanism  for dealing with complaints in relation to Sexual Harassment  of  Women  at  Workplace,  in  accordance  with  its  Policy  on  Prevention of Sexual Harassment at Workplace ('POSH') which  is  available  on  the  website  of  the  Company.  For  disclosure  regarding  the  number  of  complaints  filed,  disposed  of  and  pending, please refer to the Board's Report. |  Please  indicate  the  Number  of  complaints  relating  to  child  labour, forced labour, involuntary labour, sexual harassment  in  the  last  financial  year  and  pending,  as  on  the  end  of  the  financial year. | 2. Sexual harassment 3. Discriminatory  employment | PROMOTING DIVERSITY IN  ENGINEERING JLR runs specific programmes for  supporting ex-armed forces personnel,  and for creating employee networks for  gender equality, LGBT communities, and  black professionals. The Company also  facilitates training to help employees  overcome unconscious biases. JLR  runs specific education, apprenticeship  and undergraduate programmes to  encourage more women to study STEM  subjects and pursue engineering careers.  undergraduate programmes to encourage  more women to study STEM subjects and  pursue engineering careers. | diversity  | BOARD DIVERSITY The overseers of governance in the  Company are the Board and the Committees  ""ì comprising 2 Executive, 2 Non-Executive  and 6 Independent members, who are  empowered to lead the Company. The Board  also brings in diverse and wide experiences  to the table, in the areas of automobile  engineering; business and economics;  banking and finance; and legal affairs;  coupled with a global outlook. | -  Gender diversity -  Public policy advocacy -  Biodiversity -  Local communities | For addressing the environmental  impact of our operations, we practice  Reduce, Recycle, Recover and Refurbish  as recommended by the Tata Code of  Conduct. We work towards increasing  energy efficiencies, minimising carbon  emissions, reducing waste, enhancing  biodiversity and optimising water usage.  The Safety, Health & Sustainability (SH&S)  | Being a service organisation,   at the heart of our delivery  resides our dedicated workforce.  As an equal opportunity  employer, we strive to create  a work environment for our  employees which would make us  their employer of choice. There  are a multitude of initiatives  that we undertake to encourage  diversity and to provide learning  and development opportunities  to all our employees. | Encouraging diversity We launched - BRAID- our diversity  campaign and created a Gender Diversity  Committee in the organisation. Under  the aegis of this programme, we revised  our Maternity Policy (Child care leave,  extended maternity leave, nursing breaks  etc) and Women Mentoring Programme.  We have also devised ways for additional  Incentives for referral of women  candidates for recruitment. We also focus  on building a safe working environment for  women workforce by providing them   safer transport facilities. | Inclusion and Diversity | The  Company  believes  that  with  diversity  and  inclusion  at  workplace,  it  can  leverage  the  multiplicity  of  skillsets  in  all  its  operations.  The  Company  has  established  policies  and  a  supportive work environment, especially for its women employees  and  for  employees  from  different  backgrounds,  age-groups  and  ethnicities as well. | Circular economy, natural capital evaluation of key dependencies,  design  for  environment,  biodiversity  assessment,  life  cycle  assessment  of  products,  climate  adaptation  study  were  some  of  the  other  initiatives  the  Company  has  taken  in  sustaining  its  business and planet. |  Qualifications  ""ì  The  Board  nomination  process  encourages  diversity  of  thought,  experience,  knowledge,  age  and  gender.  It  also  ensures  that  the  Board  has  an  appropriate  blend  of  functional and industry expertise. |  Outline  of  CSR  Policy  -  As  an  integral  part  of  our  commitment  to  good  corporate  citizenship,  we  at  Tata  Motors  believe  in  actively  assisting  in  improvement  of  the  quality  of  life  of  people  in  communities,  giving  preference  local  areas  around  our  business  operations.  Towards  achieving  long-term  stakeholder  value  creation,  we  shall  always  continue  to  respect  the  interests  of  and  be  responsive  towards  our  key  stakeholders  -  the  communities,  especially  those  from  socially  and  economically  backward  groups,  the  underprivileged and marginalized; focused on inter alia  the  Scheduled  Castes  and  Scheduled  Tribes,  and  the  society  at  large.  In  order  to  leverage  the  demographic  dividend  of  our  country,  Company's  CSR  efforts  shall  focus  on  Health,  Education,  Environment  and  Employability  interventions  for  relevant  target  groups,  ensuring  diversity  and  giving  preference  to  needy  and  deserving  communities  inhabiting  urban  India.  CSR  at  Tata  Motors  shall  be  underpinned  by  'More  from  Less  for  More  People'  philosophy  which  implies  striving  to  achieve  greater  impacts,  outcomes  and  outputs  of  our  CSR  projects  and  programmes  by  judicious  investment  and  utilization  of  financial  and  human  resources,  engaging  in  like-minded  stakeholder  partnerships  for  higher outreach benefitting more lives. | Board  Diversity:  To  ensure  that  a  transparent  Board  nomination   process    is    in    place    that    encourages    diversity    of    thought,  experience,  knowledge,  perspective,  age  and  gender,  the  Board  has  adopted  a  Diversity  Policy,  formulated  by  the  Nomination  &  Remuneration  Committee  ('NRC'),  wherein  it  is  expected  that  the  Board has an appropriate blend of functional and industry expertise.  While recommending appointment of a director, the NRC considers  the  manner  in  which  the  function  and  domain  expertise  of  the  individual  could  contribute  to  the  overall  skill-domain  mix  of  the  Board.  The  following  chart  illustrates  the  Board  diversity  on  the  basis of geography, composition and gender. | Diversity |  Devise and review a policy on Board diversity. | The  policy  outlines  the  Company's  strategy  to  bring  about  a  positive  impact  on  society  through  programmes  focusing  on  Health, Education, Employability and Environment interventions  for  relevant  target  groups,  ensuring  diversity  and  giving  preference  to  needy  and  deserving  communities  inhabiting  urban India. Inter alia outlines the terms of reference, composition, quorum,  meeting requirements, authority and responsibility of the Audit  Committee of the Company. For  the  Audit  Committee  to  oversee  the  services  rendered  by  the Auditors to the Tata Motors Group and the payment for the  said  services  so  as  to  ensure  that  the  Auditors  function  in  an  independent manner. This  policy  applies  to  disclosures  of  material  events  affecting  the Company and its subsidiaries. This policy is in addition to the  Company's corporate policy. | Given her experience and the Company's adherence to policy on  Board Diversity, the Board considers it desirable and in the interest  of  the  Company  to  have  Ms  Bhandarkar  on  the  Board  of  the  Company and accordingly the Board recommends the appointment  of Ms Bhandarkar as an Independent Director as proposed in the  resolution set out at Item No. 4 for approval by the members.",24,"14, 194, 4, 97, 60, 31, 6, 71, 1, 64, 12, 46, 60, 75, 3, 47, 37, 30, 186, 101, 1, 8, 122, 64","gender gap, diversity, gender equality, sexual harassment"
"AMPE, CBS, NVRO...","The Klein Law Firm Reminds Investors of Class Actions on Behalf of Shareholders of TSLA, AMPE, NVRO, CBS and SKX",30-Sep-18,PMZ,,"Class Action, Law & Legal Issues","The  lawsuit  alleges  CBS  Corporation  made  materially  false  and/or  misleading  statements  and/or  failed  to disclose  during  the  class  period  that:  (1)  CBS  executives,  including  the  company's  Chairman  and  Chief Executive Officer, Leslie ""Les""ù Moonves, had engaged in widespread workplace sexual harassment at CBS; (2) CBS's enforcement of its own purported policies was inadequate to prevent the foregoing conduct; (3) the foregoing  conduct,  when  revealed,  would  foreseeably  subject  CBS  to  heightened  legal  liability  and  impede the  ability  of  key  CBS  personnel  to  execute  the  company's  business  strategy;  and  (4)  as  a  result,  CBS's public  statements  were  materially  false  and  misleading  at  all  relevant  times.  When  the  true  details  entered the market, the lawsuit claims that investors suffered damages.",1,117,sexual harassment
"AMZN, ASRT, DLAR...",StreetAccount Summary The Economist print edition,6-Apr-17,SA,,"News - US, Media Summaries, Economist Summary","Around 50 big companies pulled advertising from Bill O'Reilly's program ""The O'Reilly Factor"" this week, after the New York Times revealed a history of sexual harassment accusations against the Fox News anchor. All eyes are now 21st Century Fox (FOXA) Chairman Rupert Murdoch, who must decide whether to keep or oust the network's greatest asset. The company has supported O'Reilly in an initial statement.",1,64,sexual harassment
"ARRS, BA, BATRA...",Barron's Summary,#NAME?,18,,"Conjecture, Media Summaries, Barron's Summary, Published Reports","Trader Extra:  Positive on Dollar Tree (DLTR), whose valuation is at a five-year low; The company looks likely to bounce back from its acquisition of Family Dollar, which has dragged on results; If not, an activist investor like Carl Ichan could get involved to force more drastic action. Trader Extra:  Former  Wynn Resorts (WYNN) CEO Steve Wynn, who resigned after sexual misconduct allegations, sold his entire $2.1B interest in the company in March; The well-timed sale saved him $900M.",1,79,sexual misconduct
